Metadata_plate_map_name,Metadata_cell_type,Metadata_batch_id,Metadata_Concentration_mgmL,Metadata_Concentration_ugmL,Metadata_Concentration_mM,Metadata_Concentration_uM,Metadata_Volume_uL,Metadata_Volume_nL,Metadata_Solvent,Metadata_Formula_Weight,Metadata_Molecular_Weight,Metadata_control_type,Metadata_Plate,Metadata_Well,Metadata_Site_Count,Metadata_Count_Cells,Metadata_Count_CellsIncludingEdges,Metadata_Count_Cytoplasm,Metadata_Count_Nuclei,Metadata_Count_NucleiIncludingEdges,Metadata_Object_Count,Metadata_Batch,Metadata_Media,Metadata_OASIS_ID,Metadata_PREFERRED_NAME,Metadata_Compound,Metadata_Treatment,Metadata_reference_index,n_pos_pairs,n_total_pairs,average_precision
BR00147143,U2OS,BRD-K68867920-051-16-9,29.436,29436.0,33.333,33333.0,0.12,120,DMSO,883.09,383.17,,BR00147143,A12,9,1932,2113,1932,1932,2113,1932,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1553,,OASIS1553,OASIS1553_DEX,-1,23,119,0.4695144695231137
BR00147143,U2OS,BRD-U00145675-001-01-9,,,0.045679,45.679,0.12,120,DMSO,,,,BR00147143,A13,9,1546,1732,1546,1546,1732,1546,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145675-001-01-9,BRD-U00145675-001-01-9_DEX,-1,23,119,0.5131454828463199
BR00147143,U2OS,BRD-K21728777-001-03-9,0.856,856.0,1.6998,1699.8,0.12,120,DMSO,503.58,503.15,,BR00147143,A14,9,1367,1551,1367,1367,1551,1367,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K21728777-001-03-9,BRD-K21728777-001-03-9_DEX,-1,11,107,0.9924242424242423
BR00147143,U2OS,BRD-U00146219-001-01-9,,,1.2346,1234.6,0.12,120,DMSO,,,,BR00147143,A15,9,2020,2269,2020,2020,2269,2020,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146219-001-01-9,BRD-U00146219-001-01-9_DEX,-1,23,119,0.23509028552334033
BR00147143,U2OS,BRD-A29485665-001-18-9,14.346,14346.0,33.333,33333.0,0.12,120,DMSO,430.37,430.06,,BR00147143,A16,9,2056,2273,2056,2056,2273,2056,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS794,Bicalutamide,Bicalutamide,Bicalutamide_DEX,-1,23,119,0.4698935495296904
BR00147143,U2OS,BRD-K53857191-001-27-9,0.056253,56.253,0.13704,137.04,0.12,120,DMSO,410.49,410.21,,BR00147143,A17,9,2015,2230,2015,2015,2230,2015,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1459,Risperidone,Risperidone,Risperidone_DEX,-1,23,119,0.23755835337497463
BR00147143,U2OS,BRD-A97701745-001-20-9,8.2775,8277.5,33.333,33333.0,0.12,120,DMSO,248.33,248.15,,BR00147143,A18,9,1906,2147,1906,1906,2147,1906,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1433,Pindolol,Pindolol,Pindolol_DEX,-1,23,119,0.4449751593168324
BR00147143,U2OS,BRD-K01825098-003-05-9,0.050051,50.051,0.13717,137.17,0.12,120,DMSO,364.87,328.18,,BR00147143,A19,9,2041,2286,2041,2041,2286,2041,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS084,,OASIS084,OASIS084_DEX,-1,23,119,0.2334632608938385
BR00147143,U2OS,BRD-U00145681-001-01-9,,,0.015226,15.226,0.12,120,DMSO,,,,BR00147143,A21,9,2049,2272,2049,2049,2272,2049,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145681-001-01-9,BRD-U00145681-001-01-9_DEX,-1,23,119,0.21304570920392052
BR00147143,U2OS,BRD-K92441787-001-10-9,34.849,34849.0,100.0,100000.0,0.12,120,DMSO,348.49,348.21,,BR00147143,A22,9,149,162,149,149,162,149,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS742,Bexarotene,Bexarotene,Bexarotene_DEX,-1,23,119,0.5553605633459808
BR00147143,U2OS,BRD-K74514084-001-12-9,0.006662,6.6618,0.015226,15.226,0.12,120,DMSO,437.52,437.16,,BR00147143,A23,9,2100,2344,2100,2100,2344,2100,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DEX,-1,23,119,0.1462522221377951
BR00147143,U2OS,BRD-K00003619-001-04-9,0.011627,11.627,0.045725,45.725,0.12,120,DMSO,254.28,254.09,,BR00147143,A24,9,1988,2202,1988,1988,2202,1988,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1180,Ketoprofen,Ketoprofen,Ketoprofen_DEX,-1,23,119,0.16328003365710705
BR00147143,U2OS,BRD-K28307902-001-28-9,0.01263,12.63,0.045725,45.725,0.12,120,DMSO,276.21,276.07,,BR00147143,B01,9,1984,2223,1984,1984,2223,1984,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS014,Flutamide,Flutamide,Flutamide_DEX,-1,23,119,0.19707076981144606
BR00147143,U2OS,BRD-A29485665-001-18-9,0.17711,177.11,0.41152,411.52,0.12,120,DMSO,430.37,430.06,,BR00147143,B02,9,1970,2197,1970,1970,2197,1970,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS794,Bicalutamide,Bicalutamide,Bicalutamide_DEX,-1,23,119,0.1697301577044925
BR00147143,U2OS,BRD-K22031190-001-27-9,0.92667,926.67,3.7037,3703.7,0.12,120,DMSO,250.2,250.04,,BR00147143,B03,9,1933,2137,1933,1933,2137,1933,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DEX,-1,23,119,0.20065789104142978
BR00147143,U2OS,BRD-K47557313-001-03-9,0.751,751.0,1.7009,1700.9,0.12,120,DMSO,441.52,441.22,,BR00147143,B04,9,1964,2189,1964,1964,2189,1964,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K47557313-001-03-9,BRD-K47557313-001-03-9_DEX,-1,11,107,0.9293978748524203
BR00147143,U2OS,BRD-U00145635-001-01-9,,,0.005075,5.0754,0.12,120,DMSO,,,,BR00147143,B05,9,1977,2188,1977,1977,2188,1977,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145635-001-01-9,BRD-U00145635-001-01-9_DEX,-1,23,119,0.15723729842653206
BR00147143,U2OS,BRD-U00145675-001-01-9,,,0.005075,5.0754,0.12,120,DMSO,,,,BR00147143,B06,9,2012,2235,2012,2012,2235,2012,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145675-001-01-9,BRD-U00145675-001-01-9_DEX,-1,23,119,0.28861116715352153
BR00147143,U2OS,BRD-U00146218-001-01-9,,,100.0,100000.0,0.12,120,DMSO,,,,BR00147143,B07,9,1652,1831,1652,1652,1831,1652,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146218-001-01-9,BRD-U00146218-001-01-9_DEX,-1,23,119,0.40947784810716215
BR00147143,U2OS,BRD-K01825098-003-05-9,36.487,36487.0,100.0,100000.0,0.12,120,DMSO,364.87,328.18,,BR00147143,B09,9,1637,1770,1637,1637,1770,1637,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS084,,OASIS084,OASIS084_DEX,-1,23,119,0.5218686347809203
BR00147143,U2OS,BRD-K00140312-065-01-9,1.4336,1433.6,3.7,3700.0,0.12,120,DMSO,387.45,289.17,,BR00147143,B10,9,2005,2235,2005,2005,2235,2005,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS982,,OASIS982,OASIS982_DEX,-1,23,119,0.26405489530749093
BR00147143,U2OS,BRD-K59632282-001-04-9,0.552,552.0,1.7015,1701.5,0.12,120,DMSO,324.42,324.18,,BR00147143,B11,9,1980,2202,1980,1980,2202,1980,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K59632282-001-04-9,BRD-K59632282-001-04-9_DEX,-1,11,107,0.2446714404745194
BR00147143,U2OS,BRD-U00145680-001-01-9,,,11.1,11100.0,0.12,120,DMSO,,,,BR00147143,B12,9,1879,2114,1879,1879,2114,1879,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145680-001-01-9,BRD-U00145680-001-01-9_DEX,-1,23,119,0.35789289505121363
BR00147143,U2OS,BRD-U00145679-001-01-9,,,11.1,11100.0,0.12,120,DMSO,,,,BR00147143,B13,9,1270,1398,1270,1270,1398,1270,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145679-001-01-9,BRD-U00145679-001-01-9_DEX,-1,23,119,0.7884502020364712
BR00147143,U2OS,BRD-K74514084-001-12-9,1.6188,1618.8,3.7,3700.0,0.12,120,DMSO,437.52,437.16,,BR00147143,B14,9,1546,1716,1546,1546,1716,1546,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DEX,-1,23,119,0.3326583030117945
BR00147143,U2OS,BRD-K70401845-001-27-9,4.3716,4371.6,11.111,11111.0,0.12,120,DMSO,393.44,393.17,,BR00147143,B16,9,1744,1939,1744,1744,1939,1744,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1472,Erlotinib,Erlotinib,Erlotinib_DEX,-1,23,119,0.8734091276210848
BR00147143,U2OS,BRD-K01825106-001-06-9,0.15617,156.17,0.41152,411.52,0.12,120,DMSO,379.5,379.21,,BR00147143,B17,9,1940,2137,1940,1940,2137,1940,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1480,Donepezil,Donepezil,Donepezil_DEX,-1,23,119,0.2417483974539021
BR00147143,U2OS,BRD-K51544265-001-13-9,0.022932,22.932,0.045725,45.725,0.12,120,DMSO,501.51,501.17,,BR00147143,B19,9,1972,2207,1972,1972,2207,1972,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1739,Cabozantinib,Cabozantinib,Cabozantinib_DEX,-1,23,119,0.16960794993690903
BR00147143,U2OS,BRD-A97104540-004-17-9,0.15814,158.14,0.41152,411.52,0.12,120,DMSO,384.27,303.15,,BR00147143,B20,9,1912,2127,1912,1912,2127,1912,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DEX,-1,23,119,0.19395229749905082
BR00147143,U2OS,BRD-A50157456-065-26-9,18.288,18288.0,33.333,33333.0,0.12,120,DMSO,548.65,225.14,,BR00147143,B21,9,2028,2236,2028,2028,2236,2028,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1283,,OASIS1283,OASIS1283_DEX,-1,23,119,0.19307748331951896
BR00147143,U2OS,BRD-K46018455-001-31-9,0.1489,148.9,0.41152,411.52,0.12,120,DMSO,361.82,361.11,,BR00147143,B22,9,2040,2292,2040,2040,2292,2040,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS305,Bezafibrate,Bezafibrate,Bezafibrate_DEX,-1,23,119,0.16666370440370096
BR00147143,U2OS,BRD-K93461745-003-28-9,0.057883,57.883,0.13717,137.17,0.12,120,DMSO,421.97,385.25,,BR00147143,B23,9,1958,2187,1958,1958,2187,1958,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS797,,OASIS797,OASIS797_DEX,-1,23,119,0.22459880849680766
BR00147143,U2OS,BRD-K68867920-051-16-9,0.040379,40.379,0.045725,45.725,0.12,120,DMSO,883.09,383.17,,BR00147143,B24,9,2032,2250,2032,2032,2250,2032,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1553,,OASIS1553,OASIS1553_DEX,-1,23,119,0.22527987277705885
BR00147143,U2OS,BRD-K46018455-001-31-9,1.3401,1340.1,3.7037,3703.7,0.12,120,DMSO,361.82,361.11,,BR00147143,C01,9,2033,2275,2033,2033,2275,2033,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS305,Bezafibrate,Bezafibrate,Bezafibrate_DEX,-1,23,119,0.20429849791693874
BR00147143,U2OS,BRD-U00146215-001-01-9,,,3.7037,3703.7,0.12,120,DMSO,,,,BR00147143,C02,9,1962,2204,1962,1962,2204,1962,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146215-001-01-9,BRD-U00146215-001-01-9_DEX,-1,22,118,0.22560429379106672
BR00147143,U2OS,BRD-K74514084-001-12-9,14.569,14569.0,33.3,33300.0,0.12,120,DMSO,437.52,437.16,,BR00147143,C04,9,1911,2109,1911,1911,2109,1911,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DEX,-1,23,119,0.5069033232826452
BR00147143,U2OS,BRD-K01825106-001-06-9,37.95,37950.0,100.0,100000.0,0.12,120,DMSO,379.5,379.21,,BR00147143,C05,9,1067,1150,1067,1067,1150,1067,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1480,Donepezil,Donepezil,Donepezil_DEX,-1,23,119,0.6257676584447264
BR00147143,U2OS,BRD-K28307902-001-28-9,27.622,27622.0,100.0,100000.0,0.12,120,DMSO,276.21,276.07,,BR00147143,C06,9,2120,2370,2120,2120,2370,2120,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS014,Flutamide,Flutamide,Flutamide_DEX,-1,23,119,0.5086180402131698
BR00147143,U2OS,BRD-K93461745-003-28-9,0.019294,19.294,0.045725,45.725,0.12,120,DMSO,421.97,385.25,,BR00147143,C07,9,2029,2266,2029,2029,2266,2029,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS797,,OASIS797,OASIS797_DEX,-1,23,119,0.22795915383529292
BR00147143,U2OS,BRD-U00145635-001-01-9,,,0.13704,137.04,0.12,120,DMSO,,,,BR00147143,C08,9,1963,2163,1963,1963,2163,1963,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145635-001-01-9,BRD-U00145635-001-01-9_DEX,-1,23,119,0.19592308575616424
BR00147143,U2OS,BRD-U00146216-001-01-9,,,33.333,33333.0,0.12,120,DMSO,,,,BR00147143,C09,9,1285,1450,1285,1285,1450,1285,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146216-001-01-9,BRD-U00146216-001-01-9_DEX,-1,23,119,0.46404956122141683
BR00147143,U2OS,BRD-U00145679-001-01-9,,,3.7,3700.0,0.12,120,DMSO,,,,BR00147143,C10,9,1374,1511,1374,1374,1511,1374,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145679-001-01-9,BRD-U00145679-001-01-9_DEX,-1,23,119,0.8032281439226991
BR00147143,U2OS,BRD-U00145681-001-01-9,,,11.1,11100.0,0.12,120,DMSO,,,,BR00147143,C11,9,1899,2094,1899,1899,2094,1899,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145681-001-01-9,BRD-U00145681-001-01-9_DEX,-1,23,119,0.4396175009625232
BR00147143,U2OS,BRD-U00146218-001-01-9,,,0.13717,137.17,0.12,120,DMSO,,,,BR00147143,C13,9,1878,2094,1878,1878,2094,1878,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146218-001-01-9,BRD-U00146218-001-01-9_DEX,-1,23,119,0.17748411232266195
BR00147143,U2OS,BRD-U00145680-001-01-9,,,0.13704,137.04,0.12,120,DMSO,,,,BR00147143,C14,9,2090,2333,2090,2090,2333,2090,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00145680-001-01-9,BRD-U00145680-001-01-9_DEX,-1,23,119,0.24490021610249754
BR00147143,U2OS,BRD-K01826056-003-03-9,6.8547,6854.7,33.333,33333.0,0.12,120,DMSO,205.64,169.07,,BR00147143,C15,9,1908,2152,1908,1908,2152,1908,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1115,,OASIS1115,OASIS1115_DEX,-1,23,119,0.4263279683814714
BR00147143,U2OS,BRD-A50157456-065-26-9,0.025087,25.087,0.045725,45.725,0.12,120,DMSO,548.65,225.14,,BR00147143,C16,9,2127,2365,2127,2127,2365,2127,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1283,,OASIS1283,OASIS1283_DEX,-1,23,119,0.2240781123565958
BR00147143,U2OS,BRD-K91188791-001-17-5,0.582,582.0,1.6996,1699.6,0.12,120,DMSO,342.43,342.22,,BR00147143,C17,9,2018,2280,2018,2018,2280,2018,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K91188791-001-17-5,BRD-K91188791-001-17-5_DEX,-1,11,107,0.27528440052404934
BR00147143,U2OS,BRD-U00146219-001-01-9,,,11.111,11111.0,0.12,120,DMSO,,,,BR00147143,C18,9,2027,2266,2027,2027,2266,2027,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146219-001-01-9,BRD-U00146219-001-01-9_DEX,-1,23,119,0.27436972250573316
BR00147143,U2OS,BRD-K21728777-001-03-9,0.856,856.0,1.6998,1699.8,0.12,120,DMSO,503.58,503.15,,BR00147143,C19,9,1323,1479,1323,1323,1479,1323,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K21728777-001-03-9,BRD-K21728777-001-03-9_DEX,-1,11,107,1.0
BR00147143,U2OS,BRD-A06352418-001-30-9,1.7452,1745.2,3.7,3700.0,0.12,120,DMSO,471.69,471.31,,BR00147143,C20,9,1477,1594,1477,1477,1594,1477,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS822,Terfenadine,Terfenadine,Terfenadine_DEX,-1,23,119,0.5341122061644651
BR00147143,U2OS,BRD-K68867920-051-16-9,3.2707,3270.7,3.7037,3703.7,0.12,120,DMSO,883.09,383.17,,BR00147143,C21,9,2006,2259,2006,2006,2259,2006,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1553,,OASIS1553,OASIS1553_DEX,-1,23,119,0.3061239149645765
BR00147143,U2OS,BRD-A97104540-004-17-9,0.052712,52.712,0.13717,137.17,0.12,120,DMSO,384.27,303.15,,BR00147143,C22,9,2090,2329,2090,2090,2329,2090,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DEX,-1,23,119,0.3114523467683417
BR00147143,U2OS,BRD-K71879491-001-57-9,0.12364,123.64,0.41152,411.52,0.12,120,DMSO,300.44,300.21,,BR00147143,C23,9,2058,2301,2058,2058,2301,2058,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS140,Retinoic acid,Retinoic acid,Retinoic acid_DEX,-1,23,119,0.5798939464543362
BR00147143,U2OS,BRD-K51544265-001-13-9,0.20638,206.38,0.41152,411.52,0.12,120,DMSO,501.51,501.17,,BR00147143,C24,9,1983,2233,1983,1983,2233,1983,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1739,Cabozantinib,Cabozantinib,Cabozantinib_DEX,-1,23,119,0.5194524907590715
BR00147143,U2OS,BRD-A97104540-004-17-9,4.2697,4269.7,11.111,11111.0,0.12,120,DMSO,384.27,303.15,,BR00147143,D01,9,2070,2309,2070,2070,2309,2070,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1010,Fenoterol,Fenoterol,Fenoterol_DEX,-1,23,119,0.21352845385445302
BR00147143,U2OS,BRD-A99888680-001-08-9,4.7341,4734.1,11.1,11100.0,0.12,120,DMSO,426.49,426.21,,BR00147143,D02,9,2043,2277,2043,2043,2277,2043,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1369,Paliperidone,Paliperidone,Paliperidone_DEX,-1,23,119,0.20448919949676406
BR00147143,U2OS,BRD-K47278471-003-31-9,0.04003,40.03,0.13717,137.17,0.12,120,DMSO,291.82,255.16,,BR00147143,D03,9,1997,2245,1997,1997,2245,1997,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1006,Diphenhydramine,Diphenhydramine,Diphenhydramine_DEX,-1,23,119,0.21394407142309377
BR00147143,U2OS,BRD-A97701745-001-20-9,0.91973,919.73,3.7037,3703.7,0.12,120,DMSO,248.33,248.15,,BR00147143,D04,9,2143,2406,2143,2143,2406,2143,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1433,Pindolol,Pindolol,Pindolol_DEX,-1,23,119,0.38415563335331443
BR00147143,U2OS,BRD-K59632282-001-04-9,0.552,552.0,1.7015,1701.5,0.12,120,DMSO,324.42,324.18,,BR00147143,D05,9,1901,2107,1901,1901,2107,1901,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-K59632282-001-04-9,BRD-K59632282-001-04-9_DEX,-1,11,107,0.2076806411638806
BR00147143,U2OS,BRD-U00146219-001-01-9,,,3.7037,3703.7,0.12,120,DMSO,,,,BR00147143,D06,9,1948,2156,1948,1948,2156,1948,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146219-001-01-9,BRD-U00146219-001-01-9_DEX,-1,23,119,0.4117102771706797
BR00147143,U2OS,BRD-U00146220-001-01-9,,,0.13717,137.17,0.12,120,DMSO,,,,BR00147143,D08,9,2076,2297,2076,2076,2297,2076,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146220-001-01-9,BRD-U00146220-001-01-9_DEX,-1,23,119,0.13694280650532892
BR00147143,U2OS,BRD-U00146221-001-01-9,,,3.7037,3703.7,0.12,120,DMSO,,,,BR00147143,D09,9,1832,2060,1832,1832,2060,1832,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,,,BRD-U00146221-001-01-9,BRD-U00146221-001-01-9_DEX,-1,23,119,0.6105266688004977
BR00147143,U2OS,BRD-K74514084-001-12-9,4.8565,4856.5,11.1,11100.0,0.12,120,DMSO,437.52,437.16,,BR00147143,D10,9,1799,2016,1799,1799,2016,1799,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1488,Pazopanib,Pazopanib,Pazopanib_DEX,-1,23,119,0.8325408742145516
BR00147143,U2OS,BRD-K22031190-001-27-9,0.10296,102.96,0.41152,411.52,0.12,120,DMSO,250.2,250.04,,BR00147143,D11,9,1989,2221,1989,1989,2221,1989,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1097,Diflunisal,Diflunisal,Diflunisal_DEX,-1,23,119,0.20732863082046118
BR00147143,U2OS,BRD-K82795137-001-31-9,0.052523,52.523,0.13717,137.17,0.12,120,DMSO,382.89,382.14,,BR00147143,D12,9,2080,2287,2080,2080,2287,2080,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS302,Loratadine,Loratadine,Loratadine_DEX,-1,23,119,0.19634501481026057
BR00147143,U2OS,BRD-K81473089-001-30-9,19.827,19827.0,100.0,100000.0,0.12,120,DMSO,198.27,198.12,,BR00147143,D13,9,495,537,495,495,537,495,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS082,Tacrine,Tacrine,Tacrine_DEX,-1,23,119,0.46635691578249927
BR00147143,U2OS,BRD-K53857191-001-27-9,0.00625,6.2503,0.015226,15.226,0.12,120,DMSO,410.49,410.21,,BR00147143,D14,9,1937,2153,1937,1937,2153,1937,2025_04_14_OASIS_U2OS_Industry_Batch1,DEX,OASIS1459,Risperidone,Risperidone,Risperidone_DEX,-1,23,119,0.20818973497972149
